dataset_key,model_key,topic_proxy,sentiment,ngram_n,phrase,count,rank,group_total_count
all,bertimbau,support,negative,3,can't get touch,6,3,3396
all,bertimbau,support,negative,3,already sent email,5,4,3396
all,bertimbau,support,negative,3,still haven't received,5,5,3396
all,bertimbau,support,negative,3,can't talk anyone,4,12,3396
all,bertimbau,support,negative,3,far received response,4,11,3396
all,bertimbau,support,negative,3,get any response,4,7,3396
all,bertimbau,support,negative,3,i'm trying contact,4,8,3396
all,bertimbau,support,negative,3,i've been trying,4,9,3396
all,bertimbau,support,negative,3,received only one,4,10,3396
all,bertimbau,support,negative,3,still haven't gotten,4,6,3396
all,bertimbau,support,negative,3,trying contact store,4,13,3396
all,bertimbau,support,negative,3,been trying contact,3,18,3396
all,bertimbau,support,negative,3,haven't gotten response,3,14,3396
all,bertimbau,support,negative,3,more than month,3,23,3396
all,bertimbau,support,negative,3,only one arrived,3,16,3396
all,bertimbau,support,negative,3,only one delivered,3,24,3396
all,bertimbau,support,negative,3,only one unit,3,19,3396
all,bertimbau,support,negative,3,sent email asking,3,20,3396
all,bertimbau,support,negative,3,terrible customer service,3,15,3396
all,bertimbau,support,negative,3,trying get touch,3,17,3396
all,bertimbau,support,negative,3,units received only,3,21,3396
all,bertimbau,support,negative,3,would like know,3,22,3396
all,bertimbau,support,negative,3,about what happened,2,36,3396
all,bertimbau,support,negative,3,after sales service,2,25,3396
all,bertimbau,support,negative,3,already sent message,2,38,3396
all,bertimbau,support,negative,3,any response i'll,2,68,3396
all,bertimbau,support,negative,3,arrived already sent,2,27,3396
all,bertimbau,support,negative,3,been month since,2,70,3396
all,bertimbau,support,negative,3,bought two units,2,66,3396
all,bertimbau,support,negative,3,complained got response,2,42,3396
all,bertimbau,support,negative,3,contacted several times,2,64,3396
all,bertimbau,support,negative,3,days ago still,2,50,3396
all,bertimbau,support,negative,3,didn't get any,2,29,3396
all,bertimbau,support,negative,3,didn't get response,2,41,3396
all,bertimbau,support,negative,3,didn't receive anything,2,79,3396
all,bertimbau,support,negative,3,different color than,2,51,3396
all,bertimbau,support,negative,3,does get touch,2,30,3396
all,bertimbau,support,negative,3,don't get any,2,48,3396
all,bertimbau,support,negative,3,don't know why,2,26,3396
all,bertimbau,support,negative,3,email asking about,2,69,3396
all,bertimbau,support,negative,3,far been able,2,75,3396
all,bertimbau,support,negative,3,far haven't any,2,28,3396
all,bertimbau,support,negative,3,far one contacted,2,63,3396
all,bertimbau,support,negative,3,far received any,2,60,3396
all,bertimbau,support,negative,3,get touch resolve,2,52,3396
all,bertimbau,support,negative,3,hasn't arrived yet,2,40,3396
all,bertimbau,support,negative,3,haven't any response,2,56,3396
all,bertimbau,support,negative,3,i'm still waiting,2,78,3396
all,bertimbau,support,negative,3,i'm trying get,2,54,3396
all,bertimbau,support,negative,3,i'm waiting answer,2,76,3396
all,bertimbau,support,negative,3,items only one,2,59,3396
all,bertimbau,support,negative,3,need make exchange,2,43,3396
all,bertimbau,support,negative,3,one contacted solve,2,32,3396
all,bertimbau,support,negative,3,only one came,2,45,3396
all,bertimbau,support,negative,3,only received already,2,37,3396
all,bertimbau,support,negative,3,only received baby,2,73,3396
all,bertimbau,support,negative,3,received any response,2,55,3396
all,bertimbau,support,negative,3,received baby comfort,2,74,3396
all,bertimbau,support,negative,3,received contact store,2,65,3396
all,bertimbau,support,negative,3,received one can't,2,77,3396
all,bertimbau,support,negative,3,received one item,2,62,3396
all,bertimbau,support,negative,3,send another one,2,61,3396
all,bertimbau,support,negative,3,sent email far,2,71,3396
all,bertimbau,support,negative,3,sent email store,2,35,3396
all,bertimbau,support,negative,3,sent message response,2,47,3396
all,bertimbau,support,negative,3,still haven't answer,2,67,3396
all,bertimbau,support,negative,3,store far received,2,44,3396
all,bertimbau,support,negative,3,support did come,2,31,3396
all,bertimbau,support,negative,3,there only one,2,34,3396
all,bertimbau,support,negative,3,totally different color,2,57,3396
all,bertimbau,support,negative,3,tried contact lannister,2,46,3396
all,bertimbau,support,negative,3,two days ago,2,49,3396
all,bertimbau,support,negative,3,two items only,2,58,3396
all,bertimbau,support,negative,3,two units received,2,53,3396
all,bertimbau,support,negative,3,units only received,2,33,3396
all,bertimbau,support,negative,3,waiting more than,2,39,3396
all,bertimbau,support,negative,3,yet been delivered,2,72,3396
all,bertimbau,support,negative,3,already opened complaint,1,85,3396
all,bertimbau,support,negative,3,another doll want,1,90,3396
all,bertimbau,support,negative,3,arrived house i'm,1,107,3396
all,bertimbau,support,negative,3,asked refund response,1,80,3396
all,bertimbau,support,negative,3,bought two pairs,1,99,3396
all,bertimbau,support,negative,3,buy store again,1,98,3396
all,bertimbau,support,negative,3,cartridge already opened,1,84,3396
all,bertimbau,support,negative,3,company send other,1,111,3396
all,bertimbau,support,negative,3,complaint website still,1,87,3396
all,bertimbau,support,negative,3,doll want return,1,91,3396
all,bertimbau,support,negative,3,female units don't,1,115,3396
all,bertimbau,support,negative,3,get touch would,1,94,3396
all,bertimbau,support,negative,3,house i'm waiting,1,108,3396
all,bertimbau,support,negative,3,male units arrived,1,105,3396
all,bertimbau,support,negative,3,never buy store,1,97,3396
all,bertimbau,support,negative,3,only received cartridge,1,82,3396
all,bertimbau,support,negative,3,only two male,1,103,3396
all,bertimbau,support,negative,3,opened complaint website,1,86,3396
all,bertimbau,support,negative,3,original unfortunately stark's,1,117,3396
all,bertimbau,support,negative,3,other two female,1,113,3396
all,bertimbau,support,negative,3,pairs rings only,1,101,3396
all,bertimbau,support,negative,3,received another doll,1,89,3396
all,bertimbau,support,negative,3,received cartridge already,1,83,3396
all,bertimbau,support,negative,3,refund response far,1,81,3396
all,bertimbau,support,negative,3,response company send,1,110,3396
all,bertimbau,support,negative,3,return can't get,1,93,3396
all,bertimbau,support,negative,3,rings only two,1,102,3396
all,bertimbau,support,negative,3,sales service extremely,1,120,3396
all,bertimbau,support,negative,3,send other two,1,112,3396
all,bertimbau,support,negative,3,stark's after sales,1,119,3396
all,bertimbau,support,negative,3,touch would never,1,95,3396
all,bertimbau,support,negative,3,two female units,1,114,3396
all,bertimbau,support,negative,3,two male units,1,104,3396
all,bertimbau,support,negative,3,two pairs rings,1,100,3396
all,bertimbau,support,negative,3,unfortunately stark's after,1,118,3396
all,bertimbau,support,negative,3,units arrived house,1,106,3396
all,bertimbau,support,negative,3,units don't cheopu,1,116,3396
all,bertimbau,support,negative,3,waiting response company,1,109,3396
all,bertimbau,support,negative,3,want return can't,1,92,3396
all,bertimbau,support,negative,3,website still haven't,1,88,3396
all,bertimbau,support,negative,3,would never buy,1,96,3396
all,bertimbau,support,neutral,1,received,15,1,563
all,bertimbau,support,neutral,1,contact,13,2,563
all,bertimbau,support,neutral,1,one,11,3,563
all,bertimbau,support,neutral,1,only,10,4,563
all,bertimbau,support,neutral,1,service,9,5,563
all,bertimbau,support,neutral,1,bought,8,6,563
all,bertimbau,support,neutral,1,response,8,7,563
all,bertimbau,support,neutral,1,came,7,8,563
all,bertimbau,support,neutral,1,delivered,7,11,563
all,bertimbau,support,neutral,1,didn't,7,10,563
all,bertimbau,support,neutral,1,good,7,9,563
all,bertimbau,support,neutral,1,tried,6,12,563
all,bertimbau,support,neutral,1,when,6,13,563
all,bertimbau,support,neutral,1,ordered,5,15,563
all,bertimbau,support,neutral,1,sent,5,14,563
all,bertimbau,support,neutral,1,cover,4,22,563
all,bertimbau,support,neutral,1,haven't,4,19,563
all,bertimbau,support,neutral,1,other,4,16,563
all,bertimbau,support,neutral,1,post,4,23,563
all,bertimbau,support,neutral,1,purchase,4,18,563
all,bertimbau,support,neutral,1,requested,4,21,563
all,bertimbau,support,neutral,1,support,4,24,563
all,bertimbau,support,neutral,1,watch,4,17,563
all,bertimbau,support,neutral,1,will,4,20,563
all,bertimbau,support,neutral,1,about,3,32,563
all,bertimbau,support,neutral,1,also,3,31,563
all,bertimbau,support,neutral,1,await,3,28,563
all,bertimbau,support,neutral,1,battery,3,45,563
all,bertimbau,support,neutral,1,been,3,35,563
all,bertimbau,support,neutral,1,could,3,43,563
all,bertimbau,support,neutral,1,day,3,30,563
all,bertimbau,support,neutral,1,email,3,36,563
all,bertimbau,support,neutral,1,exchange,3,49,563
all,bertimbau,support,neutral,1,far,3,34,563
all,bertimbau,support,neutral,1,get,3,37,563
all,bertimbau,support,neutral,1,i'm,3,33,563
all,bertimbau,support,neutral,1,lannister,3,29,563
all,bertimbau,support,neutral,1,liked,3,41,563
all,bertimbau,support,neutral,1,made,3,46,563
all,bertimbau,support,neutral,1,nothing,3,51,563
all,bertimbau,support,neutral,1,office,3,53,563
all,bertimbau,support,neutral,1,out,3,42,563
all,bertimbau,support,neutral,1,purchased,3,48,563
all,bertimbau,support,neutral,1,receive,3,27,563
all,bertimbau,support,neutral,1,store,3,38,563
all,bertimbau,support,neutral,1,there,3,39,563
all,bertimbau,support,neutral,1,two,3,25,563
all,bertimbau,support,neutral,1,until,3,50,563
all,bertimbau,support,neutral,1,waiting,3,44,563
all,bertimbau,support,neutral,1,way,3,40,563
all,bertimbau,support,neutral,1,would,3,47,563
all,bertimbau,support,neutral,1,wrong,3,52,563
all,bertimbau,support,neutral,1,yet,3,26,563
all,bertimbau,support,neutral,1,able,2,62,563
all,bertimbau,support,neutral,1,answer,2,76,563
all,bertimbau,support,neutral,1,answering,2,69,563
all,bertimbau,support,neutral,1,any,2,85,563
all,bertimbau,support,neutral,1,arrived,2,57,563
all,bertimbau,support,neutral,1,assistance,2,79,563
all,bertimbau,support,neutral,1,attendant,2,71,563
all,bertimbau,support,neutral,1,bag,2,73,563
all,bertimbau,support,neutral,1,canceled,2,59,563
all,bertimbau,support,neutral,1,chandelier,2,55,563
all,bertimbau,support,neutral,1,come,2,65,563
all,bertimbau,support,neutral,1,confirmed,2,82,563
all,bertimbau,support,neutral,1,contacted,2,80,563
all,bertimbau,support,neutral,1,couldn't,2,92,563
all,bertimbau,support,neutral,1,fabric,2,87,563
all,bertimbau,support,neutral,1,gave,2,90,563
all,bertimbau,support,neutral,1,goods,2,93,563
all,bertimbau,support,neutral,1,half,2,60,563
all,bertimbau,support,neutral,1,hours,2,58,563
all,bertimbau,support,neutral,1,information,2,68,563
all,bertimbau,support,neutral,1,inner,2,86,563
all,bertimbau,support,neutral,1,joke,2,64,563
all,bertimbau,support,neutral,1,machine,2,70,563
all,bertimbau,support,neutral,1,material,2,72,563
all,bertimbau,support,neutral,1,monitor,2,97,563
all,bertimbau,support,neutral,1,much,2,74,563
all,bertimbau,support,neutral,1,need,2,89,563
all,bertimbau,support,neutral,1,part,2,78,563
all,bertimbau,support,neutral,1,partner,2,54,563
all,bertimbau,support,neutral,1,phone,2,61,563
all,bertimbau,support,neutral,1,placed,2,56,563
all,bertimbau,support,neutral,1,problem,2,63,563
all,bertimbau,support,neutral,1,said,2,88,563
all,bertimbau,support,neutral,1,seller,2,66,563
all,bertimbau,support,neutral,1,several,2,81,563
all,bertimbau,support,neutral,1,still,2,84,563
all,bertimbau,support,neutral,1,thank,2,95,563
all,bertimbau,support,neutral,1,times,2,67,563
all,bertimbau,support,neutral,1,today,2,94,563
all,bertimbau,support,neutral,1,touch,2,91,563
all,bertimbau,support,neutral,1,unit,2,77,563
all,bertimbau,support,neutral,1,units,2,75,563
all,bertimbau,support,neutral,1,website,2,83,563
all,bertimbau,support,neutral,1,went,2,96,563
all,bertimbau,support,neutral,1,almost,1,108,563
all,bertimbau,support,neutral,1,bags,1,117,563
all,bertimbau,support,neutral,1,bottles,1,105,563
all,bertimbau,support,neutral,1,chandeliers,1,99,563
all,bertimbau,support,neutral,1,complaint,1,102,563
all,bertimbau,support,neutral,1,filed,1,101,563
all,bertimbau,support,neutral,1,instead,1,111,563
all,bertimbau,support,neutral,1,later,1,109,563
all,bertimbau,support,neutral,1,lojas,1,104,563
all,bertimbau,support,neutral,1,men's,1,112,563
all,bertimbau,support,neutral,1,missing,1,120,563
all,bertimbau,support,neutral,1,oil,1,107,563
all,bertimbau,support,neutral,1,olive,1,106,563
all,bertimbau,support,neutral,1,pendant,1,98,563
all,bertimbau,support,neutral,1,returned,1,113,563
all,bertimbau,support,neutral,1,reversal,1,115,563
all,bertimbau,support,neutral,1,sconces,1,118,563
all,bertimbau,support,neutral,1,solution,1,103,563
all,bertimbau,support,neutral,1,targaryen,1,100,563
all,bertimbau,support,neutral,1,together,1,119,563
all,bertimbau,support,neutral,1,what,1,114,563
all,bertimbau,support,neutral,1,who,1,116,563
all,bertimbau,support,neutral,1,women's,1,110,563
all,bertimbau,support,neutral,2,good service,6,1,512
all,bertimbau,support,neutral,2,only received,5,2,512
all,bertimbau,support,neutral,2,post office,3,5,512
all,bertimbau,support,neutral,2,received one,3,4,512
all,bertimbau,support,neutral,2,sent email,3,3,512
all,bertimbau,support,neutral,2,also didn't,2,8,512
all,bertimbau,support,neutral,2,answering machine,2,11,512
all,bertimbau,support,neutral,2,bought two,2,6,512
all,bertimbau,support,neutral,2,didn't come,2,10,512
all,bertimbau,support,neutral,2,get response,2,9,512
all,bertimbau,support,neutral,2,haven't any,2,12,512
all,bertimbau,support,neutral,2,ordered received,2,14,512
all,bertimbau,support,neutral,2,received response,2,7,512
all,bertimbau,support,neutral,2,tried contact,2,13,512
all,bertimbau,support,neutral,2,until today,2,15,512
all,bertimbau,support,neutral,2,able sent,1,74,512
all,bertimbau,support,neutral,2,about reversal,1,55,512
all,bertimbau,support,neutral,2,almost hours,1,41,512
all,bertimbau,support,neutral,2,also about,1,54,512
all,bertimbau,support,neutral,2,arrived one,1,37,512
all,bertimbau,support,neutral,2,await solution,1,30,512
all,bertimbau,support,neutral,2,been able,1,73,512
all,bertimbau,support,neutral,2,bottles olive,1,34,512
all,bertimbau,support,neutral,2,bought items,1,79,512
all,bertimbau,support,neutral,2,bought together,1,64,512
all,bertimbau,support,neutral,2,buy lannister,1,95,512
all,bertimbau,support,neutral,2,came instead,1,45,512
all,bertimbau,support,neutral,2,came who,1,60,512
all,bertimbau,support,neutral,2,canceled returned,1,50,512
all,bertimbau,support,neutral,2,casio one,1,107,512
all,bertimbau,support,neutral,2,central find,1,120,512
all,bertimbau,support,neutral,2,certificate will,1,111,512
all,bertimbau,support,neutral,2,chandelier filed,1,24,512
all,bertimbau,support,neutral,2,chandeliers targaryen,1,18,512
all,bertimbau,support,neutral,2,come guarantee,1,109,512
all,bertimbau,support,neutral,2,come packaging,1,104,512
all,bertimbau,support,neutral,2,complaint yet,1,26,512
all,bertimbau,support,neutral,2,contact central,1,119,512
all,bertimbau,support,neutral,2,contact phone,1,69,512
all,bertimbau,support,neutral,2,contact seller,1,113,512
all,bertimbau,support,neutral,2,day other,1,39,512
all,bertimbau,support,neutral,2,didn't get,1,77,512
all,bertimbau,support,neutral,2,does respond,1,83,512
all,bertimbau,support,neutral,2,email yesterday,1,75,512
all,bertimbau,support,neutral,2,far haven't,1,71,512
all,bertimbau,support,neutral,2,filed complaint,1,25,512
all,bertimbau,support,neutral,2,guarantee certificate,1,110,512
all,bertimbau,support,neutral,2,half purchase,1,58,512
all,bertimbau,support,neutral,2,haven't been,1,72,512
all,bertimbau,support,neutral,2,hours later,1,42,512
all,bertimbau,support,neutral,2,i'm trying,1,67,512
all,bertimbau,support,neutral,2,instead men's,1,46,512
all,bertimbau,support,neutral,2,items only,1,80,512
all,bertimbau,support,neutral,2,joke will,1,92,512
all,bertimbau,support,neutral,2,lannister complaining,1,115,512
all,bertimbau,support,neutral,2,lannister other,1,96,512
all,bertimbau,support,neutral,2,liked watch,1,100,512
all,bertimbau,support,neutral,2,lojas lannister,1,32,512
all,bertimbau,support,neutral,2,longer buy,1,94,512
all,bertimbau,support,neutral,2,looks original,1,102,512
all,bertimbau,support,neutral,2,men's watch,1,47,512
all,bertimbau,support,neutral,2,missing i'm,1,66,512
all,bertimbau,support,neutral,2,number joke,1,91,512
all,bertimbau,support,neutral,2,numerous times,1,117,512
all,bertimbau,support,neutral,2,oil arrived,1,36,512
all,bertimbau,support,neutral,2,olive oil,1,35,512
all,bertimbau,support,neutral,2,one also,1,108,512
all,bertimbau,support,neutral,2,one chandelier,1,23,512
all,bertimbau,support,neutral,2,one day,1,38,512
all,bertimbau,support,neutral,2,only half,1,57,512
all,bertimbau,support,neutral,2,only sent,1,21,512
all,bertimbau,support,neutral,2,ordered canceled,1,49,512
all,bertimbau,support,neutral,2,original didn't,1,103,512
all,bertimbau,support,neutral,2,other almost,1,40,512
all,bertimbau,support,neutral,2,other partner,1,97,512
all,bertimbau,support,neutral,2,packaging traditional,1,105,512
all,bertimbau,support,neutral,2,partner only,1,20,512
all,bertimbau,support,neutral,2,partner sites,1,98,512
all,bertimbau,support,neutral,2,pendant chandeliers,1,17,512
all,bertimbau,support,neutral,2,phone far,1,70,512
all,bertimbau,support,neutral,2,phone number,1,90,512
all,bertimbau,support,neutral,2,placed bottles,1,33,512
all,bertimbau,support,neutral,2,problem sac,1,88,512
all,bertimbau,support,neutral,2,purchase came,1,59,512
all,bertimbau,support,neutral,2,receive response,1,28,512
all,bertimbau,support,neutral,2,received also,1,53,512
all,bertimbau,support,neutral,2,received bags,1,62,512
all,bertimbau,support,neutral,2,received store,1,81,512
all,bertimbau,support,neutral,2,respond contacts,1,84,512
all,bertimbau,support,neutral,2,response await,1,29,512
all,bertimbau,support,neutral,2,response delivered,1,78,512
all,bertimbau,support,neutral,2,returned what,1,51,512
all,bertimbau,support,neutral,2,reversal received,1,56,512
all,bertimbau,support,neutral,2,sac phone,1,89,512
all,bertimbau,support,neutral,2,sconces bought,1,63,512
all,bertimbau,support,neutral,2,seller lannister,1,114,512
all,bertimbau,support,neutral,2,sent one,1,22,512
all,bertimbau,support,neutral,2,sites group,1,99,512
all,bertimbau,support,neutral,2,solution lojas,1,31,512
all,bertimbau,support,neutral,2,solve problem,1,87,512
all,bertimbau,support,neutral,2,store does,1,82,512
all,bertimbau,support,neutral,2,targaryen partner,1,19,512
all,bertimbau,support,neutral,2,there way,1,85,512
all,bertimbau,support,neutral,2,times contact,1,118,512
all,bertimbau,support,neutral,2,together missing,1,65,512
all,bertimbau,support,neutral,2,traditional casio,1,106,512
all,bertimbau,support,neutral,2,tried numerous,1,116,512
all,bertimbau,support,neutral,2,trying contact,1,68,512
all,bertimbau,support,neutral,2,two pendant,1,16,512
all,bertimbau,support,neutral,2,watch came,1,44,512
all,bertimbau,support,neutral,2,watch looks,1,101,512
all,bertimbau,support,neutral,2,watch ordered,1,48,512
all,bertimbau,support,neutral,2,way solve,1,86,512
all,bertimbau,support,neutral,2,what received,1,52,512
all,bertimbau,support,neutral,2,who contact,1,61,512
all,bertimbau,support,neutral,2,will contact,1,112,512
all,bertimbau,support,neutral,2,will longer,1,93,512
all,bertimbau,support,neutral,2,women's watch,1,43,512
all,bertimbau,support,neutral,2,yesterday also,1,76,512
all,bertimbau,support,neutral,2,yet receive,1,27,512
all,bertimbau,support,neutral,3,only received one,3,1,461
all,bertimbau,support,neutral,3,able sent email,1,57,461
all,bertimbau,support,neutral,3,about neubprodito stays,1,110,461
all,bertimbau,support,neutral,3,about reversal received,1,40,461
all,bertimbau,support,neutral,3,almost hours later,1,27,461
all,bertimbau,support,neutral,3,also about reversal,1,39,461
all,bertimbau,support,neutral,3,also didn't come,1,94,461
all,bertimbau,support,neutral,3,also didn't get,1,61,461
all,bertimbau,support,neutral,3,answering machine when,1,113,461
all,bertimbau,support,neutral,3,arrived one day,1,23,461
all,bertimbau,support,neutral,3,attendant criticism improvements,1,119,461
all,bertimbau,support,neutral,3,await solution lojas,1,17,461
all,bertimbau,support,neutral,3,been able sent,1,56,461
all,bertimbau,support,neutral,3,bottles olive oil,1,20,461
all,bertimbau,support,neutral,3,bought items only,1,64,461
all,bertimbau,support,neutral,3,bought together missing,1,47,461
all,bertimbau,support,neutral,3,bought two pendant,1,2,461
all,bertimbau,support,neutral,3,buy lannister other,1,80,461
all,bertimbau,support,neutral,3,came instead men's,1,30,461
all,bertimbau,support,neutral,3,came who contact,1,45,461
all,bertimbau,support,neutral,3,canceled returned what,1,35,461
all,bertimbau,support,neutral,3,casio one also,1,92,461
all,bertimbau,support,neutral,3,central find out,1,106,461
all,bertimbau,support,neutral,3,certificate will contact,1,98,461
all,bertimbau,support,neutral,3,chandelier filed complaint,1,11,461
all,bertimbau,support,neutral,3,chandeliers targaryen partner,1,5,461
all,bertimbau,support,neutral,3,come guarantee certificate,1,96,461
all,bertimbau,support,neutral,3,come packaging traditional,1,89,461
all,bertimbau,support,neutral,3,complaint yet receive,1,13,461
all,bertimbau,support,neutral,3,contact central find,1,105,461
all,bertimbau,support,neutral,3,contact phone far,1,52,461
all,bertimbau,support,neutral,3,contact seller lannister,1,100,461
all,bertimbau,support,neutral,3,day other almost,1,25,461
all,bertimbau,support,neutral,3,didn't come guarantee,1,95,461
all,bertimbau,support,neutral,3,didn't come packaging,1,88,461
all,bertimbau,support,neutral,3,didn't get response,1,62,461
all,bertimbau,support,neutral,3,does respond contacts,1,69,461
all,bertimbau,support,neutral,3,email yesterday also,1,59,461
all,bertimbau,support,neutral,3,fact wanted talk,1,116,461
all,bertimbau,support,neutral,3,far haven't been,1,54,461
all,bertimbau,support,neutral,3,filed complaint yet,1,12,461
all,bertimbau,support,neutral,3,find out information,1,107,461
all,bertimbau,support,neutral,3,get response delivered,1,63,461
all,bertimbau,support,neutral,3,guarantee certificate will,1,97,461
all,bertimbau,support,neutral,3,half purchase came,1,43,461
all,bertimbau,support,neutral,3,haven't been able,1,55,461
all,bertimbau,support,neutral,3,i'm trying contact,1,50,461
all,bertimbau,support,neutral,3,information about neubprodito,1,109,461
all,bertimbau,support,neutral,3,instead men's watch,1,31,461
all,bertimbau,support,neutral,3,items only received,1,65,461
all,bertimbau,support,neutral,3,joke will longer,1,77,461
all,bertimbau,support,neutral,3,lannister other partner,1,81,461
all,bertimbau,support,neutral,3,liked watch looks,1,84,461
all,bertimbau,support,neutral,3,longer buy lannister,1,79,461
all,bertimbau,support,neutral,3,looks original didn't,1,86,461
all,bertimbau,support,neutral,3,machine when fact,1,114,461
all,bertimbau,support,neutral,3,material plastic similar,1,120,461
all,bertimbau,support,neutral,3,men's watch ordered,1,32,461
all,bertimbau,support,neutral,3,missing i'm trying,1,49,461
all,bertimbau,support,neutral,3,neubprodito stays answering,1,111,461
all,bertimbau,support,neutral,3,number joke will,1,76,461
all,bertimbau,support,neutral,3,numerous times contact,1,103,461
all,bertimbau,support,neutral,3,oil arrived one,1,22,461
all,bertimbau,support,neutral,3,olive oil arrived,1,21,461
all,bertimbau,support,neutral,3,one also didn't,1,93,461
all,bertimbau,support,neutral,3,one chandelier filed,1,10,461
all,bertimbau,support,neutral,3,one day other,1,24,461
all,bertimbau,support,neutral,3,only half purchase,1,42,461
all,bertimbau,support,neutral,3,only received store,1,66,461
all,bertimbau,support,neutral,3,only sent one,1,8,461
all,bertimbau,support,neutral,3,ordered canceled returned,1,34,461
all,bertimbau,support,neutral,3,original didn't come,1,87,461
all,bertimbau,support,neutral,3,other almost hours,1,26,461
all,bertimbau,support,neutral,3,other partner sites,1,82,461
all,bertimbau,support,neutral,3,out information about,1,108,461
all,bertimbau,support,neutral,3,packaging traditional casio,1,90,461
all,bertimbau,support,neutral,3,partner only sent,1,7,461
all,bertimbau,support,neutral,3,partner sites group,1,83,461
all,bertimbau,support,neutral,3,pendant chandeliers targaryen,1,4,461
all,bertimbau,support,neutral,3,phone far haven't,1,53,461
all,bertimbau,support,neutral,3,phone number joke,1,75,461
all,bertimbau,support,neutral,3,placed bottles olive,1,19,461
all,bertimbau,support,neutral,3,problem sac phone,1,73,461
all,bertimbau,support,neutral,3,purchase came who,1,44,461
all,bertimbau,support,neutral,3,receive response await,1,15,461
all,bertimbau,support,neutral,3,received also about,1,38,461
all,bertimbau,support,neutral,3,received store does,1,67,461
all,bertimbau,support,neutral,3,response await solution,1,16,461
all,bertimbau,support,neutral,3,returned what received,1,36,461
all,bertimbau,support,neutral,3,reversal received response,1,41,461
all,bertimbau,support,neutral,3,sac phone number,1,74,461
all,bertimbau,support,neutral,3,sconces bought together,1,46,461
all,bertimbau,support,neutral,3,seller lannister complaining,1,101,461
all,bertimbau,support,neutral,3,sent email yesterday,1,58,461
all,bertimbau,support,neutral,3,sent one chandelier,1,9,461
all,bertimbau,support,neutral,3,solution lojas lannister,1,18,461
all,bertimbau,support,neutral,3,solve problem sac,1,72,461
all,bertimbau,support,neutral,3,stays answering machine,1,112,461
all,bertimbau,support,neutral,3,store does respond,1,68,461
all,bertimbau,support,neutral,3,talk attendant criticism,1,118,461
all,bertimbau,support,neutral,3,targaryen partner only,1,6,461
all,bertimbau,support,neutral,3,there way solve,1,70,461
all,bertimbau,support,neutral,3,times contact central,1,104,461
all,bertimbau,support,neutral,3,together missing i'm,1,48,461
all,bertimbau,support,neutral,3,traditional casio one,1,91,461
all,bertimbau,support,neutral,3,tried numerous times,1,102,461
all,bertimbau,support,neutral,3,trying contact phone,1,51,461
all,bertimbau,support,neutral,3,two pendant chandeliers,1,3,461
all,bertimbau,support,neutral,3,wanted talk attendant,1,117,461
all,bertimbau,support,neutral,3,watch came instead,1,29,461
all,bertimbau,support,neutral,3,watch looks original,1,85,461
all,bertimbau,support,neutral,3,watch ordered canceled,1,33,461
all,bertimbau,support,neutral,3,way solve problem,1,71,461
all,bertimbau,support,neutral,3,what received also,1,37,461
all,bertimbau,support,neutral,3,when fact wanted,1,115,461
all,bertimbau,support,neutral,3,will contact seller,1,99,461
all,bertimbau,support,neutral,3,will longer buy,1,78,461
all,bertimbau,support,neutral,3,women's watch came,1,28,461
all,bertimbau,support,neutral,3,yesterday also didn't,1,60,461
all,bertimbau,support,neutral,3,yet receive response,1,14,461
all,bertimbau,support,positive,1,service,264,1,1858
all,bertimbau,support,positive,1,good,81,2,1858
all,bertimbau,support,positive,1,great,64,3,1858
all,bertimbau,support,positive,1,excellent,52,4,1858
all,bertimbau,support,positive,1,recommend,33,5,1858
all,bertimbau,support,positive,1,satisfied,26,7,1858
all,bertimbau,support,positive,1,thank,26,6,1858
all,bertimbau,support,positive,1,store,24,8,1858
all,bertimbau,support,positive,1,congratulations,23,9,1858
all,bertimbau,support,positive,1,always,22,10,1858
all,bertimbau,support,positive,1,purchase,19,11,1858
all,bertimbau,support,positive,1,lannister,17,13,1858
all,bertimbau,support,positive,1,liked,17,14,1858
all,bertimbau,support,positive,1,perfect,17,12,1858
all,bertimbau,support,positive,1,received,16,15,1858
all,bertimbau,support,positive,1,customer,15,16,1858
all,bertimbau,support,positive,1,support,15,17,1858
all,bertimbau,support,positive,1,bag,12,18,1858
all,bertimbau,support,positive,1,fast,11,19,1858
all,bertimbau,support,positive,1,arrived,10,22,1858
all,bertimbau,support,positive,1,everything,10,21,1858
all,bertimbau,support,positive,1,shopping,10,20,1858
all,bertimbau,support,positive,1,because,9,24,1858
all,bertimbau,support,positive,1,like,9,23,1858
all,bertimbau,support,positive,1,really,9,25,1858
all,bertimbau,support,positive,1,attention,8,29,1858
all,bertimbau,support,positive,1,came,8,27,1858
all,bertimbau,support,positive,1,contact,8,26,1858
all,bertimbau,support,positive,1,made,8,28,1858
all,bertimbau,support,positive,1,much,8,30,1858
all,bertimbau,support,positive,1,buy,7,31,1858
all,bertimbau,support,positive,1,company,7,32,1858
all,bertimbau,support,positive,1,even,7,36,1858
all,bertimbau,support,positive,1,missing,7,35,1858
all,bertimbau,support,positive,1,one,7,34,1858
all,bertimbau,support,positive,1,stores,7,33,1858
all,bertimbau,support,positive,1,than,7,38,1858
all,bertimbau,support,positive,1,thanks,7,39,1858
all,bertimbau,support,positive,1,well,7,37,1858
all,bertimbau,support,positive,1,attentive,6,40,1858
all,bertimbau,support,positive,1,been,6,47,1858
all,bertimbau,support,positive,1,care,6,42,1858
